id,place_name,average_rating,granular_category,lat,lng
1412,Nuer's top kitchens,4.7,restaurant,24.7963142,46.8906843
1413,Witr Burger,4.7,restaurant,24.7949375,46.8876875
1414,Bukhari Kansh,4.4,restaurant,24.7951277,46.8878648
1415,Vinegar and salt,4.1,restaurant,24.7951875,46.8879375
1416,Hanin and the narration of the flag,3.6,restaurant,24.7920828,46.8852312
1417,The best hour juice,4.2,restaurant,24.7954573,46.8882462
1418,Anaam Al -Qasr Al -Mashwa,3.9,restaurant,24.7955548,46.8883438
1419,Lotan hotel and spa,4,restaurant,24.7066487,46.6417087
1420,Domino,3.8,restaurant,24.692347,46.6049938
1421,Subway,3.7,restaurant,24.6732998,46.6232231
1422,I established you,4,restaurant,24.6820822,46.6250852
1423,Algwan,4.3,restaurant,24.6635616,46.6301305
1424,The Sandwich Company,3.6,restaurant,24.6936971,46.6070626
1425,McDonald's,3.9,restaurant,24.693768,46.606435
1426,Thyme,4.1,restaurant,24.6934269,46.6055492
1427,Kaza Basta,3.9,restaurant,24.6939258,46.6061459
1428,Tim Hortons,4.2,restaurant,24.694819,46.6065978
1429,Pergarezar,4,restaurant,24.6899693,46.5877669
1430,Herfy,3.7,restaurant,24.6877778,46.5858333
1431,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1432,McDonald's,4,restaurant,24.683756,46.652378
1433,Voyage Hotel,4.1,restaurant,24.69951,46.6432996
1434,Kentucky,3.9,restaurant,24.6782831,46.6557109
1435,Kentucky,3.8,restaurant,24.7107523,46.6302279
1436,Subway,3.4,restaurant,24.713297,46.622298
1437,Shawarmer,3.9,restaurant,24.7133267,46.6338494
1438,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1439,Romance,4.2,restaurant,24.7587183,46.8141239
1440,Romance,4.2,restaurant,24.7335149,46.814627
1441,Kentucky,3.6,restaurant,24.7420704,46.8072166
1442,McDonald's,3.8,restaurant,24.743031,46.808578
1443,Kodo,3.8,restaurant,24.760348,46.812763
1444,Maestro Pizza,3.9,restaurant,24.7543854,46.823958
1445,Dominos Pizza,3.8,restaurant,24.7542445,46.8240726
1446,Canton,3.5,restaurant,24.754195,46.8240152
1447,Kaza Basta Renaissance,4,restaurant,24.7541144,46.8238494
1448,Hashem Corner Restaurant,3.9,restaurant,24.7541275,46.8163948
1449,Kentucky,3.6,restaurant,24.7508206,46.8230012
1450,McDonald's,3.7,restaurant,24.750081,46.822255
1451,Kentucky,3.6,restaurant,24.7670341,46.8061705
1452,Herfy,3.6,restaurant,24.7651217,46.8092281
1453,Herfy,3.7,restaurant,24.7421129,46.8263617
1454,Manoosha |Rated,3.7,restaurant,24.7683138,46.8093367
1455,Dominos Pizza,4,restaurant,24.7411934,46.8270303
1456,Dominos Pizza,4,restaurant,24.7673549,46.8067499
1457,Hardez,3.8,restaurant,24.7663125,46.8050625
1458,Dominos Pizza,3.9,restaurant,24.7433812,46.8091524
1459,Senate,1,cafe,24.791759,46.893019
1460,Anza and Shammar one 💯,,cafe,24.791759,46.893019
1461,Diwan Hamid Abu Musalah,4.8,cafe,24.7902606,46.8970649
1462,Omar Sahl Al -Qablan 2,,cafe,24.7955746,46.8907307
1463,Kafia Buller,4.4,cafe,24.7956333,46.8955356
1464,The Legend of Shisha Cafe,4.9,cafe,24.7933815,46.8866873
1465,Naris Kofi,3.8,cafe,24.7941875,46.8871875
1466,Nona juices,5,cafe,24.7965509,46.8908554
1467,Barn's |Barnes - Nadwa 2,,cafe,24.7962074,46.888654
1468,Moroccan mood,5,cafe,24.7964332,46.8889091
1469,Dan Cafe,3.9,cafe,24.7898373,46.8839549
1470,Strickv,5,cafe,24.789402,46.883728
1471,Barn,3.9,cafe,24.7966813,46.8889169
1472,Asad Lounge step,3.7,cafe,24.7885463,46.8829607
1473,"Nilofer for juices, caramel and pearls",5,cafe,24.7933648,46.8840437
1474,Barn's |Barn,3.5,cafe,24.785848,46.8809653
1475,Lounge Cafe 31,3.4,cafe,24.7948609,46.881629
1476,Diwaniya Hat,3.7,cafe,24.7948697,46.8816145
1477,Long dollar,4,cafe,24.7947525,46.8815233
1478,Mesca,3,cafe,24.7943748,46.8810295
1479,Cinezio,4.3,cafe,24.7513151,46.8226133
1480,Diwaniyah Qaur Al Arab,4.2,cafe,24.7531515,46.8171874
1481,Pour,4.1,cafe,24.7742181,46.8551965
1482,Starbucks for Vincir,,cafe,24.7580462,46.8571089
1483,Dunkin Dontes,4,cafe,24.755652,46.854676
1484,Al -Nawar Al -Nawar Cafe Cafe,4.5,cafe,24.7868755,46.8705261
1485,Coffee strings,3.4,cafe,24.7885508,46.8673539
1486,Muhammad Faisal Café Branch 2,3.6,cafe,24.7885535,46.8674227
1487,Knight Spectrum Cafe Cafe,3.9,cafe,24.788538,46.8674884
1488,50 Copes,3.9,cafe,24.7841894,46.8744988
1489,Java Cafe,3.3,cafe,24.7529385,46.8608148
1490,Cafe and Lueli Najd tea,5,cafe,24.7879377,46.8705661
1491,Shahi Faisal with Rashid,5,cafe,24.7605611,46.8410312
1492,Golden Diwaniyah for Arab Coffee,4.2,cafe,24.7603649,46.8406598
1493,Java Time,3,cafe,24.7514503,46.8574556
1494,Kofi Naris Naees,3.6,cafe,24.7925348,46.8626966
1495,Dolk Lounge Mizila,3.9,cafe,24.7739921,46.8355285
1496,"Diwaniya, how are the councils",3.4,cafe,24.7769085,46.8359278
1497,I want you,3.5,cafe,24.7509759,46.8523379
1498,Dunkin Donat,3.8,cafe,24.7505091,46.852582
1499,Dunkin Dontes,4,cafe,24.6441542,46.5543706
1500,Hall - Hall,4.7,cafe,24.6674647,46.5395181
1501,Moroccan mood,3.4,cafe,24.6677853,46.5407313
1502,Cinnabon,3.4,cafe,24.667831,46.541205
1503,The shed LoungeThe SHED,4,cafe,24.6665484,46.5355112
1504,Shahi fire,4,cafe,24.6675931,46.5381385
1505,Dunkin Dontes,3.4,cafe,24.6663421,46.534533
1506,Shahi and coffee Anas,5,cafe,24.6666656,46.5338152
1507,Seen,4.2,cafe,24.6659499,46.5328764
1508,One Pearsant,4.8,cafe,24.6657501,46.5315535
1509,Blacklist Lounge,3.3,cafe,24.6491065,46.5480694
1510,Coffee,3.6,cafe,24.6690093,46.5459514
1511,Shahi shop,4.7,cafe,24.6691569,46.5466251
1512,Kadlig ’Sufficient,4.7,cafe,24.6647246,46.5279386
1513,De Cafe,4.2,cafe,24.6472851,46.5485764
1514,The Myth Cafe - Myth Cafe,4.6,cafe,24.6491408,46.5511516
1515,Love grains cafe,4.4,cafe,24.6491246,46.5512156
1516,Feto is enough,4.3,cafe,24.6700073,46.5489153
1517,Euff enough,4.7,cafe,24.6532313,46.5550734
1518,Gloria Jeans Cofies,4.4,cafe,24.6641634,46.5264452
1519,Sundus Mall,4.3,cafe,24.6859285,46.5829623
1520,Starbucks,4.1,cafe,24.6864056,46.5826153
1521,Cinnabon,3.9,cafe,24.694781,46.605478
1522,Starbucks,4.2,cafe,24.6941693,46.6074157
1523,Tim Hortons,4.2,cafe,24.694819,46.6065978
1524,I established you,4,cafe,24.6820822,46.6250852
1525,Dunkin Dontes,4,cafe,24.6340664,46.6185667
1526,Dunkin Dontes,4,cafe,24.6441542,46.5543706
1527,It is sufficient,,cafe,24.6610249,46.592477
1528,Our nakedness,4.7,cafe,24.6543033,46.5936053
1529,Our nakedness,4.8,cafe,24.6542344,46.593608
1530,Shahi in the brain,4.4,cafe,24.6536958,46.5919859
1531,Coffee,4.2,cafe,24.6536903,46.5943524
1532,Beirut berries,4.2,cafe,24.6538269,46.5886346
1533,Barn,3.7,cafe,24.6531258,46.5932679
1534,BRSK BRSK,4.6,cafe,24.6530872,46.5927732
1535,Diwaniyah Cafe is the reluctance of how,5,cafe,24.6530484,46.5929183
1536,Bloom café,4.2,cafe,24.6531433,46.590322
1537,Saya tea,4,cafe,24.6537921,46.5879395
1538,Lavista Cafe,3.9,cafe,24.6529248,46.5904067
1539,Romance,4.2,restaurant,24.7587183,46.8141239
1540,Dominos Pizza,3.8,restaurant,24.7804513,46.8271099
1541,Subway,3.9,restaurant,24.7780986,46.823825
1542,Kentucky,3.4,restaurant,24.7930658,46.8630347
1543,Romance,4.3,restaurant,24.7916555,46.862358
1544,BerraisezerBurgerizzr,4.2,restaurant,24.792023,46.862865
1545,Domino,3.8,restaurant,24.7920608,46.8628616
1546,Excellent Fleet Restaurant - Al Gulf Restaurant - Al Khaleej District,3.5,restaurant,24.7799881,46.8104991
1547,Maestro Pizza,3.9,restaurant,24.7543854,46.823958
1548,Dominos Pizza,3.8,restaurant,24.7542445,46.8240726
1549,Canton,3.5,restaurant,24.754195,46.8240152
1550,Kaza Basta Renaissance,4,restaurant,24.7541144,46.8238494
1551,Subway,4,restaurant,24.7905185,46.8090005
1552,Manoosha |Rated,3.7,restaurant,24.7683138,46.8093367
1553,Maestro Pizza,3.7,restaurant,24.7995225,46.8142878
1554,Kodo,3.8,restaurant,24.760348,46.812763
1555,Herfy,3.6,restaurant,24.7651217,46.8092281
1556,Dominos Pizza,4,restaurant,24.7673549,46.8067499
1557,Kentucky,3.6,restaurant,24.7508206,46.8230012
1558,Kentucky,3.6,restaurant,24.7670341,46.8061705
1559,I established you,4,cafe,24.6820822,46.6250852
1560,Starbucks,4.2,cafe,24.6941693,46.6074157
1561,Tim Hortons,4.2,cafe,24.694819,46.6065978
1562,Cinnabon,3.9,cafe,24.694781,46.605478
1563,Sundus Mall,4.3,cafe,24.6859285,46.5829623
1564,Starbucks,4.1,cafe,24.6864056,46.5826153
1565,Starbucks Cafe,4.3,cafe,24.7121119,46.6223982
1566,Dunkin Dontes,4,cafe,24.7131356,46.6338002
1567,Dunkin Dontes,4,cafe,24.6340664,46.6185667
1568,Starbucks,4.1,cafe,24.702358,46.6506479
1569,Dunkin Dontes,4,cafe,24.6489848,46.6519742
1570,Dolce Ragoza,4.5,cafe,24.6779002,46.6231173
1571,Dunkin ' - Dunkin,4.3,cafe,24.6731716,46.6231321
1572,Starbucks,4.1,cafe,24.6734719,46.6232424
1573,I raised enough,4.3,cafe,24.6735252,46.6232696
1574,W coffee drum,4.2,cafe,24.6743101,46.6235622
1575,Ith is sufficient Oud Square,4.3,cafe,24.6750834,46.6246415
1576,Starbucks,4.2,cafe,24.6754786,46.6247847
1577,Caribu Coffee,4.3,cafe,24.680462,46.623305
1578,Al -Kindy Portal No. 13,4.3,cafe,24.6799246,46.6236531
1579,Kentucky,3.4,restaurant,24.7930658,46.8630347
1580,Skrir House,4.1,restaurant,24.7549995,46.8657356
1581,Romance,4.3,restaurant,24.7916555,46.862358
1582,BerraisezerBurgerizzr,4.2,restaurant,24.792023,46.862865
1583,Domino,3.8,restaurant,24.7920608,46.8628616
1584,Dominos Pizza,3.8,restaurant,24.7804513,46.8271099
1585,Subway,3.9,restaurant,24.7780986,46.823825
1586,Dominos Pizza,3.8,restaurant,24.7542445,46.8240726
1587,Maestro Pizza,3.9,restaurant,24.7543854,46.823958
1588,Canton,3.5,restaurant,24.754195,46.8240152
1589,Kaza Basta Renaissance,4,restaurant,24.7541144,46.8238494
1590,Hot pizza,3.9,restaurant,24.7378894,46.8437018
1591,Kentucky,3.6,restaurant,24.7508206,46.8230012
1592,McDonald's,3.7,restaurant,24.750081,46.822255
1593,Herfy,3.7,restaurant,24.7421129,46.8263617
1594,Dominos Pizza,4,restaurant,24.7411934,46.8270303
1595,Romance,4.2,restaurant,24.7587183,46.8141239
1596,Hashem Corner Restaurant,3.9,restaurant,24.7541275,46.8163948
1597,Kodo,3.8,restaurant,24.760348,46.812763
1598,Herfy,3.7,restaurant,24.7281426,46.8509662
1599,Domino,3.8,restaurant,24.692347,46.6049938
1600,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1601,Herfy,3.7,restaurant,24.6877778,46.5858333
1602,Pergarezar,4,restaurant,24.6899693,46.5877669
1603,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1604,Thyme,4.1,restaurant,24.6934269,46.6055492
1605,Pigeon time restaurants,4.2,restaurant,24.6383518,46.5586793
1606,Kaza Basta,3.9,restaurant,24.6939258,46.6061459
1607,McDonald's,3.9,restaurant,24.693768,46.606435
1608,Tim Hortons,4.2,restaurant,24.694819,46.6065978
1609,The Sandwich Company,3.6,restaurant,24.6936971,46.6070626
1610,Ice Land ice cream,,restaurant,24.682336,46.5625215
1611,Tika Wei,4.3,restaurant,24.6823993,46.5645845
1612,McDonald's,5,restaurant,24.6831216,46.5672228
1613,McDonald's |McDonald's,,restaurant,24.68317,46.5674296
1614,Arbies,4.6,restaurant,24.6842275,46.5723653
1615,The antique house restaurants,4.8,restaurant,24.6720959,46.5537919
1616,One minute burger,5,restaurant,24.6855472,46.5734
1617,Fresh Fast,3.7,restaurant,24.6855798,46.5735066
1618,Karak my duties for fast food,3.8,restaurant,24.6855474,46.5735581
1619,Mama Benz Cafe,4.2,cafe,24.5584375,46.6375625
1620,Dunkin Dontes,4.1,cafe,24.5649382,46.6501164
1621,Artal - artal,4,cafe,24.5661473,46.63125
1622,Mazaya coffee,4.3,cafe,24.5699438,46.6393215
1623,Filter toas for the competent coffee,4.4,cafe,24.570857,46.6232618
1624,Dunkin Dontes,4,cafe,24.573432,46.6634154
1625,Authentic tea,4.8,cafe,24.5457038,46.6478996
1626,entity,4,cafe,24.5459243,46.6480029
1627,Figoual Cafe,4.5,cafe,24.5444812,46.6485248
1628,Sufficient Haifa,4.5,cafe,24.5414727,46.6484025
1629,Shahi Abu Marim,5,cafe,24.5371163,46.6450665
1630,Cafe Style,3.9,cafe,24.5474795,46.6482586
1631,Les MooreSpecialized coffee,4.7,cafe,24.5416123,46.6490761
1632,Bari Lounge,3.6,cafe,24.5472453,46.648628
1633,Caviano,4,cafe,24.5368129,46.6467385
1634,Boiling coffee coffee,3,cafe,24.5363893,46.6462324
1635,Coffee,4.3,cafe,24.553037,46.638628
1636,Folding toasterTaii Roasttery,4.8,cafe,24.5526757,46.6361952
1637,Wadi Al -Musafer Café,4.6,cafe,24.5526758,46.6361331
1638,Tea,5,cafe,24.5405442,46.6502613
1639,Domino,3.8,restaurant,24.692347,46.6049938
1640,Restaurants and kitchens,3.6,restaurant,24.6368753,46.5885425
1641,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1642,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1643,Herfy,3.7,restaurant,24.6877778,46.5858333
1644,Pergarezar,4,restaurant,24.6899693,46.5877669
1645,Subway,3.7,restaurant,24.6732998,46.6232231
1646,Thyme,4.1,restaurant,24.6934269,46.6055492
1647,BerraisezerBurgerizzr,4,restaurant,24.629739,46.6031362
1648,Maestro Pizza,3.8,restaurant,24.6298199,46.6036514
1649,McDonald's,3.9,restaurant,24.693768,46.606435
1650,Kaza Basta,3.9,restaurant,24.6939258,46.6061459
1651,The Sandwich Company,3.6,restaurant,24.6936971,46.6070626
1652,Algwan,4.3,restaurant,24.6635616,46.6301305
1653,Domino,3.9,restaurant,24.6304552,46.6080265
1654,Romance -Duhr of milk,4.4,restaurant,24.6347791,46.5683016
1655,Tim Hortons,4.2,restaurant,24.694819,46.6065978
1656,Sheikh MandiSheikh almandi,3.7,restaurant,24.632406,46.6135967
1657,I established you,4,restaurant,24.6820822,46.6250852
1658,Kentucky chicken,3.4,restaurant,24.6326132,46.5663484
1659,Wings 2 Hotel Charter,3.1,cafe,24.8007012,46.7959488
1660,Starbucks,3.9,cafe,24.7899442,46.8078811
1661,Dunkin Donez inside the colleges of vision,3.9,cafe,24.792794,46.8016869
1662,Crabbi Karim,4.1,cafe,24.8063599,46.8029455
1663,Dunkin Dontes,4.1,cafe,24.7637763,46.8095967
1664,Diwaniyah Qaur Al Arab,4.2,cafe,24.7531515,46.8171874
1665,Cinezio,4.3,cafe,24.7513151,46.8226133
1666,Away check,3.4,cafe,24.7799098,46.7881131
1667,Tea,4.7,cafe,24.7907317,46.8381611
1668,Sand tea,5,cafe,24.7895863,46.8328644
1669,Shahi Raz,5,cafe,24.7890226,46.8332302
1670,"For the sale of firewood, charcoal, Shahi and Karak Abdulaziz Al -Shahrani milk",5,cafe,24.7886975,46.8295237
1671,Bid Coffee,4.6,cafe,24.7890478,46.8291461
1672,Insect,4.5,cafe,24.7890719,46.8289682
1673,Iman for tea and coffee,5,cafe,24.796691,46.8430018
1674,Hala Al -Dala,4.1,cafe,24.7829674,46.8335485
1675,Egery tea,1,cafe,24.786981,46.8262264
1676,Gulf Sea session,3.9,cafe,24.7803096,46.8321458
1677,Coffee,3.7,cafe,24.7975022,46.8466649
1678,Sharjah Diwaniya,4.3,cafe,24.7857423,46.8239705
1679,Starbucks,3.9,cafe,24.7899442,46.8078811
1680,Dunkin Dontes,4.1,cafe,24.7637763,46.8095967
1681,Cinezio,4.3,cafe,24.7513151,46.8226133
1682,Diwaniyah Qaur Al Arab,4.2,cafe,24.7531515,46.8171874
1683,Dunkin Donez inside the colleges of vision,3.9,cafe,24.792794,46.8016869
1684,Crabbi Karim,4.1,cafe,24.8063599,46.8029455
1685,"Diwaniya, how are the councils",3.4,cafe,24.7769085,46.8359278
1686,Hala Al -Dala,4.1,cafe,24.7829674,46.8335485
1687,Dolk Lounge Mizila,3.9,cafe,24.7739921,46.8355285
1688,Gulf Sea session,3.9,cafe,24.7803096,46.8321458
1689,Moroccan taste is sufficient,3.4,cafe,24.7791048,46.8314153
1690,Oliver,4.1,cafe,24.7796217,46.8293164
1691,Kafi Shop,,cafe,24.7801193,46.8285907
1692,Tea,4.7,cafe,24.7907317,46.8381611
1693,Shahi Raz,5,cafe,24.7890226,46.8332302
1694,ChildrenSpecialized coffee,4.7,cafe,24.7805349,46.8279298
1695,Najd divisions,4.2,cafe,24.7805349,46.8279298
1696,Daily CUP Daily Kab,5,cafe,24.7797406,46.827667
1697,Sand tea,5,cafe,24.7895863,46.8328644
1698,Council of Gallery,5,cafe,24.7769204,46.8275479
1699,Starbucks,4.1,cafe,24.6864056,46.5826153
1700,Sundus Mall,4.3,cafe,24.6859285,46.5829623
1701,Dunkin Dontes,4,cafe,24.6441542,46.5543706
1702,Cinnabon,3.9,cafe,24.694781,46.605478
1703,Tim Hortons,4.2,cafe,24.694819,46.6065978
1704,Starbucks,4.2,cafe,24.6941693,46.6074157
1705,Archi,4,cafe,24.6820928,46.5632963
1706,Nafis tea,,cafe,24.6822141,46.5613581
1707,Sahil enoughSaheel,4.7,cafe,24.6824722,46.5645556
1708,mood,3.9,cafe,24.6833172,46.5663464
1709,Sweat,5,cafe,24.6835139,46.566454
1710,Sadar is sufficient,4.6,cafe,24.6715642,46.5617449
1711,Dunkin,3.6,cafe,24.6853984,46.5728344
1712,Fortwins,3.8,cafe,24.6850734,46.5732953
1713,Arabica Star,4.2,cafe,24.6851228,46.5734914
1714,Kinan tea,4.7,cafe,24.6851746,46.5740927
1715,Shahi Al -Dahna buffet,3.2,cafe,24.6713037,46.5529135
1716,Half a million,4.2,cafe,24.68495,46.574715
1717,Tea,5,cafe,24.6856397,46.5755343
1718,mouth,,cafe,24.6781921,46.5770219
1719,Fire Grill,4.1,restaurant,24.6866929,46.5822539
1720,Herfy,3.5,restaurant,24.7449224,46.52985
1721,Herfy,3.7,restaurant,24.6877778,46.5858333
1722,Pergarezar,4,restaurant,24.6899693,46.5877669
1723,Jean Burger,3.7,restaurant,24.749091,46.57158
1724,House of the grill,3.8,restaurant,24.7489702,46.5721875
1725,Ice Land ice cream,,restaurant,24.682336,46.5625215
1726,Tika Wei,4.3,restaurant,24.6823993,46.5645845
1727,McDonald's,5,restaurant,24.6831216,46.5672228
1728,McDonald's |McDonald's,,restaurant,24.68317,46.5674296
1729,One minute burger,5,restaurant,24.6855472,46.5734
1730,Kofi Bateel,4.9,restaurant,24.734333,46.5745713
1731,Fresh Fast,3.7,restaurant,24.6855798,46.5735066
1732,Gatuti and Karak the road,4.5,restaurant,24.6855895,46.5735521
1733,Karak my duties for fast food,3.8,restaurant,24.6855474,46.5735581
1734,Arbies,4.6,restaurant,24.6842275,46.5723653
1735,Altabiano,4.1,restaurant,24.7366108,46.5732675
1736,Villa Mams,4.4,restaurant,24.7366751,46.5735886
1737,Jean Burger,3,restaurant,24.6848136,46.5748192
1738,Long Shim,4.2,restaurant,24.7367378,46.5739043
1739,Cinezio,4.3,cafe,24.7513151,46.8226133
1740,Diwaniyah Qaur Al Arab,4.2,cafe,24.7531515,46.8171874
1741,Dunkin Dontes,4.1,cafe,24.7637763,46.8095967
1742,Dunkin Dontes,4.1,cafe,24.739743,46.8108113
1743,Crabbi Karim,4.1,cafe,24.7437897,46.7902946
1744,Dunkin Dontes,3.9,cafe,24.72511,46.815882
1745,Starbucks,3.9,cafe,24.7899442,46.8078811
1746,Away check,3.4,cafe,24.7799098,46.7881131
1747,Dunkin Donez inside the colleges of vision,3.9,cafe,24.792794,46.8016869
1748,Cinnabon,3.7,cafe,24.773558,46.776495
1749,Denkin,,cafe,24.7542526,46.8241135
1750,It spreads specialized coffee and baked,4.1,cafe,24.7542258,46.8240581
1751,And Ans Lounge,4.3,cafe,24.7544065,46.824978
1752,I will not understand Est Riad,5,cafe,24.7544891,46.8254923
1753,Diwaniya Cafe Time,3.9,cafe,24.759244,46.8264355
1754,Luster,3.6,cafe,24.7591937,46.8266865
1755,Crabbi Karim,4,cafe,24.7528125,46.8211875
1756,Categorical,3,cafe,24.7561715,46.8174494
1757,Caribu Coffee,4,cafe,24.752641,46.82154
1758,Sheria Cafe,3.7,cafe,24.7621976,46.8201351
1759,Kentucky,3.3,restaurant,24.6359595,46.5339216
1760,Pigeon time restaurants,4.2,restaurant,24.6383518,46.5586793
1761,Dominos Pizza,3.9,restaurant,24.6534047,46.5757043
1762,Abu Jabara,4.1,restaurant,24.6325413,46.5648429
1763,Jean Burger,3.7,restaurant,24.632401,46.56467
1764,Saudi restaurant,3.7,restaurant,24.6284193,46.5583919
1765,Restaurants and kitchens of the golden how for popular food,3.8,restaurant,24.6270715,46.5560295
1766,Romance -Duhr of milk,4.4,restaurant,24.6347791,46.5683016
1767,BerraisezerBurgerizzr,3.9,restaurant,24.629409,46.561442
1768,McDonald's,3.7,restaurant,24.631477,46.56466
1769,Hambarten,3.9,restaurant,24.6323112,46.5657878
1770,Kentucky chicken,3.4,restaurant,24.6326132,46.5663484
1771,Maestro Pizza Restaurant,3.9,restaurant,24.6268875,46.55749
1772,Buffeta Al -Awali,3.2,restaurant,24.6674561,46.5394572
1773,Bader grills,4.4,restaurant,24.6674787,46.5395677
1774,The taste of the jar,3.9,restaurant,24.6665334,46.5356562
1775,Baltilah and Gizani,5,restaurant,24.6679546,46.5415428
1776,Brussam Al -Muhdia Al -Mahdia,4.1,restaurant,24.6679671,46.5393962
1777,Shahi Ali,5,restaurant,24.6681721,46.5422061
1778,My meals Abbas,3.7,restaurant,24.6682657,46.5429645
1779,Burger King,3.8,restaurant,24.5681274,46.6212052
1780,Mama Noura,4.1,restaurant,24.5717473,46.6653609
1781,Robins knife,3.8,restaurant,24.5464541,46.6501654
1782,Fawal Taif,3.8,restaurant,24.5469755,46.6500419
1783,Grilled burger,4,restaurant,24.5468503,46.650649
1784,Dominos Pizza,4,restaurant,24.5452788,46.6534447
1785,Berger,3.8,restaurant,24.5389028,46.6526725
1786,Liwan Restaurant,4,restaurant,24.5441109,46.6545276
1787,McDonald's,3.3,restaurant,24.557901,46.637203
1788,Kentucky chicken,3.7,restaurant,24.5582222,46.6362541
1789,light,3.2,restaurant,24.5587846,46.6373493
1790,Hardez,4.1,restaurant,24.5589375,46.6370625
1791,Kentucky,3.1,restaurant,24.5358164,46.6566777
1792,McDonald's,3.9,restaurant,24.537533,46.657906
1793,Subway,3.4,restaurant,24.537588,46.657985
1794,Maestro Pizza,3.9,restaurant,24.5375771,46.6582803
1795,Herfy,3.5,restaurant,24.5388059,46.6592315
1796,Burger King,3.7,restaurant,24.537538,46.659791
1797,Artal - artal,4,restaurant,24.5661473,46.63125
1798,Domino,3.8,restaurant,24.5663525,46.6252652
1799,Forum,4.2,cafe,24.6855612,46.7385654
1800,Aroma Coffee,4.5,cafe,24.6866676,46.6806202
1801,Sun Coffee Company,4,cafe,24.6992238,46.7384561
1802,Caramel lobby Lounge,4.3,cafe,24.700242,46.682188
1803,Dunkin Dontes,4.2,cafe,24.661729,46.70107
1804,Dunkin,4.1,cafe,24.7043052,46.6821142
1805,Crabbi Karim Rabwah,4.3,cafe,24.6866533,46.7472634
1806,D.how,4,cafe,24.6606875,46.7251875
1807,Dunkin Dontes,4.1,cafe,24.6851365,46.7443042
1808,Dunkin Dontes,4.2,cafe,24.717241,46.694829
1809,Grome Hotel,4,cafe,24.6564725,46.7108184
1810,Starbucks,4.1,cafe,24.704945,46.679131
1811,Starbucks,4.1,cafe,24.6763674,46.676509
1812,Totti Cafe,4.1,cafe,24.6925045,46.6734398
1813,Dunkin,4.2,cafe,24.676241,46.675539
1814,Higher Executive Hotel,4,cafe,24.7084843,46.6779717
1815,Lamud,2.9,cafe,24.6929447,46.6703665
1816,Dunkin Dontes,4.3,cafe,24.6699945,46.6748964
1817,Tim Hortons,4.2,cafe,24.6959454,46.6699101
1818,Tim Hortons,4.2,cafe,24.7163056,46.6822616
1819,"Onaza Cafe, King Abdullah Road",4,cafe,24.7341617,46.6781789
1820,Starbucks,4.1,cafe,24.6988,46.6899
1821,Tim Hortons,4.2,cafe,24.6986875,46.6898125
1822,Dunkin,4.2,cafe,24.6987999,46.6902205
1823,Lamud,2.9,cafe,24.6929447,46.6703665
1824,Totti Cafe,4.1,cafe,24.6925045,46.6734398
1825,Starbucks,4.1,cafe,24.7014002,46.6963208
1826,Starbucks,4.1,cafe,24.702358,46.6506479
1827,Caribu Kafi,4.2,cafe,24.702843,46.699818
1828,Starbucks,4.1,cafe,24.7398821,46.68208
1829,In chocolate,3.7,cafe,24.6923761,46.6932153
1830,Caribu Coffee,4.1,cafe,24.732308,46.696931
1831,Aroma Coffee,4.5,cafe,24.6866676,46.6806202
1832,Dunkin,4.2,cafe,24.691997,46.6934184
1833,The elite cup roasted,4.3,cafe,24.7395572,46.6881592
1834,Starbucks,4,cafe,24.742735,46.6799489
1835,Tim Hortons,4,cafe,24.743245,46.6803325
1836,Starbucks,4.1,cafe,24.697319,46.7019081
1837,Dolce Ragoza,4.4,cafe,24.6965195,46.7034
1838,Causing,4.1,cafe,24.7353112,46.6473039
1839,Starbucks,4.1,cafe,24.6763674,46.676509
1840,Dunkin,4.2,cafe,24.676241,46.675539
1841,Starbucks,4.1,cafe,24.7014002,46.6963208
1842,Zul Sai,3.7,cafe,24.713591,46.6755535
1843,Tim Hortons,4.2,cafe,24.7136379,46.6751825
1844,Dunkin Dontes,4.2,cafe,24.7081879,46.6616337
1845,Dunkin,4.2,cafe,24.6806895,46.6944797
1846,Starbucks,4.2,cafe,24.714894,46.6778172
1847,Caribu Kafi,4.2,cafe,24.702843,46.699818
1848,Multen,4.1,cafe,24.6743433,46.6681479
1849,Starbucks,4.1,cafe,24.697319,46.7019081
1850,Tim Hortons,4.2,cafe,24.7163056,46.6822616
1851,Dolce Ragoza,4.4,cafe,24.6965195,46.7034
1852,Dunkin Dontes,4.3,cafe,24.6699945,46.6748964
1853,Starbucks,4.1,cafe,24.702358,46.6506479
1854,Dunkin Dontes,4.2,cafe,24.717241,46.694829
1855,Godfa,4.2,cafe,24.7187069,46.6578857
1856,Dunkin Dontes,4.1,cafe,24.7257743,46.681398
1857,Dunkin Dontes,4.1,cafe,24.6901547,46.7124241
1858,Tim Hortones,4.1,cafe,24.6898985,46.7136312
1859,In chocolate,3.7,cafe,24.6923761,46.6932153
1860,Tim Hortons,4.2,cafe,24.7163056,46.6822616
1861,Starbucks,4.1,cafe,24.7014002,46.6963208
1862,Dunkin,4.2,cafe,24.691997,46.6934184
